#file number,time from start,flux,flux error
18,0.000000,7853,110
26,4.717183,9744,112
27,5.304867,10064,112
29,6.481267,11207,112
31,7.657917,11261,112
32,8.374717,11188,112
33,8.953833,11137,112
34,9.532950,11287,112
35,10.113567,11220,111
36,10.692900,11444,112
37,11.278267,11048,111
40,13.041100,11258,111
41,13.630833,11610,112
42,14.220950,11494,111
43,14.811250,11704,111
44,15.445800,11929,111
45,16.025200,11984,112
48,17.774383,12024,111
50,18.953333,11929,112
51,19.541400,11867,112
52,20.130183,11559,111
53,20.720550,11488,111
56,22.489250,11280,111
57,23.078767,11556,111
58,23.757817,11627,110
59,24.337000,11792,110
60,24.916033,12019,111
63,26.655167,12165,111
64,27.236367,12399,111
65,27.819333,12078,110
67,28.982117,12417,111
68,29.566633,12585,111
69,30.150083,12383,111
70,30.732500,12481,111
71,31.314150,12502,110
72,31.898417,12441,111
73,32.487433,12362,111
74,33.076467,11992,111
75,33.664700,11825,111
76,34.253650,11881,110
77,34.843150,12413,111
79,36.020900,12421,111
81,37.198883,12455,111
82,37.784050,12488,111
83,38.365950,12315,110
84,38.955933,12097,110
85,39.542033,11909,110
86,40.126017,12297,111
87,40.707433,12252,110
88,41.293750,12220,110
89,41.881367,12317,111
90,42.469517,12183,110
91,43.057667,12565,111
92,43.642167,12260,110
93,44.232383,12233,110
94,44.822100,12383,110
95,45.411817,12620,110
97,46.591483,12478,110
98,47.174150,12548,110
99,47.759967,12399,110
100,48.350983,12492,111
101,48.941983,12560,113
103,50.121133,12594,114
104,50.709817,12618,113
105,51.299517,12137,113
106,51.889500,11784,113
107,52.478683,12476,113
109,53.652617,12474,113
110,54.241017,12549,113
112,55.404817,11498,112
113,55.992967,12230,112
114,56.582667,12157,112
115,57.171583,11973,112
117,58.349433,12156,112
118,58.938100,11943,112
119,59.525733,12359,112
120,60.149017,12488,112
121,60.728300,12308,112
122,61.307600,12282,113
124,62.480767,11911,112
125,63.070200,11364,112
126,63.652367,11059,112
141,72.457867,7913,110
144,74.226467,9553,111
145,74.876317,11632,111
146,75.455350,11922,111
147,76.087750,11810,111
148,76.718333,11530,110
149,77.354383,11938,111
150,77.933417,12235,111
151,78.570517,12064,111
153,79.740817,11957,110
154,80.326617,12524,111
155,80.915283,12450,111
156,81.500817,11886,109
157,82.088450,12130,110
158,82.677633,12731,111
159,83.267083,11899,110
161,84.445200,11300,110
176,93.253300,9767,110
177,93.842217,10805,109
178,94.430367,11347,109
179,95.019283,11466,109
180,95.607950,12329,109
181,96.198450,12555,110
182,96.788933,12587,109
183,97.378667,12718,110
184,97.969400,12287,109
186,99.150900,12680,109
187,99.741917,12262,109
188,100.331633,12334,109
189,100.922117,12276,109
190,101.511567,12046,109
193,103.276283,10808,108
194,103.858950,10971,108
196,105.023800,11592,108
197,105.607783,12282,110
199,106.786683,12567,110
200,107.368567,12801,110
201,107.956967,12706,110
202,108.546417,12854,110
203,109.136650,13028,111
205,110.308000,12792,110
206,110.897700,12639,109
207,111.486383,12660,109
208,112.067483,12573,109
210,113.238050,12653,109
212,114.408617,12686,110
213,114.996483,12509,109
214,115.587233,12199,108
216,116.762217,12062,108
217,117.350900,12063,108
218,117.942167,12342,108
219,118.530067,12400,109
220,119.118733,12292,109
221,119.708433,11960,108
222,120.298133,11831,108
223,120.882900,11709,107
224,121.471550,12123,108
225,122.061017,12195,108
227,123.238600,7227,97
229,124.416700,12221,109
231,125.587517,12004,108
232,126.172017,11343,107
235,127.939317,11194,107
238,129.705850,11949,108
240,130.885783,11925,108
241,131.475500,11804,108
242,132.066250,11751,108
243,132.656733,11107,107
244,133.246433,11053,107
246,134.420917,10135,107
249,136.186900,9081,107
273,150.333867,4979,107
315,175.068717,8090,110
344,192.136400,5790,106
350,195.672817,8954,109
351,196.263317,9222,109
355,198.621633,9575,110
356,199.211350,9173,110
357,199.801317,9240,109
364,203.929300,10673,111
366,205.100667,9747,110
