#file number,time from start,flux,flux error
27,0.000000,26246,147
28,0.109717,25899,148
29,0.219183,26234,148
30,0.328650,25345,146
31,0.438100,25842,147
32,0.547567,25646,147
33,0.657017,25318,148
34,0.766217,25594,148
35,0.875417,25498,147
36,0.984367,25379,147
37,1.094083,25635,145
38,1.203033,25821,145
39,1.311700,25661,145
40,1.420650,25897,145
42,1.638533,25759,145
43,1.747200,25467,145
44,1.856400,25506,145
45,1.965600,25720,146
46,2.075067,24762,144
47,2.184000,25057,144
48,2.293467,25923,145
49,2.402933,24978,144
50,2.512133,25862,145
51,2.621850,25672,145
52,2.731300,25724,145
53,2.840767,26580,146
54,2.950233,25278,144
55,3.059950,26040,145
56,3.169150,25363,145
57,3.278617,25928,145
58,3.388333,25494,145
59,3.497783,25493,145
60,3.607517,26035,146
61,3.716967,25173,144
62,3.826167,25675,145
100,7.989567,26134,146
101,8.098767,25634,145
102,8.208483,25776,145
103,8.317950,25421,145
104,8.427417,25674,145
105,8.536617,25757,145
106,8.645550,25960,146
107,8.754500,24997,144
108,8.863433,25837,148
109,8.972367,26055,147
110,9.082350,25319,144
111,9.191550,25803,145
112,9.300750,25773,145
113,9.410217,25264,144
114,9.519417,25523,145
115,9.628867,25286,144
116,9.738600,25825,145
117,9.848317,25859,145
118,9.957000,25692,145
119,10.066967,25063,144
120,10.176950,25711,145
121,10.286417,25311,144
122,10.396133,26460,146
123,10.505067,25867,145
124,10.614533,25656,145
125,10.724250,25317,144
126,10.833717,25656,145
127,10.943433,25889,145
128,11.053150,25590,145
129,11.162883,25800,145
130,11.272600,25089,144
131,11.382050,25343,144
132,11.491517,24756,143
133,11.600983,25773,145
134,11.710433,25320,144
135,11.819900,25376,145
136,11.929350,26194,146
137,12.038817,25567,145
138,12.148533,25642,145
139,12.257733,25253,144
140,12.367200,24972,144
141,12.476917,25026,144
142,12.586383,25717,145
143,12.695833,25724,145
144,12.805567,25461,145
145,12.915017,25340,146
146,13.024217,25254,146
147,13.133683,25403,144
148,13.242883,25571,147
149,13.352333,25170,146
150,13.462067,25391,147
151,13.571267,26105,148
152,13.680983,26119,147
153,13.790433,25011,145
154,13.900683,24814,144
155,14.010400,26020,147
156,14.119600,25476,145
157,14.229317,25439,146
158,14.338783,25911,146
159,14.448500,25710,146
160,14.557967,25093,145
161,14.667167,26093,147
162,14.776617,25457,145
163,14.886350,25522,144
164,14.996067,25860,145
165,15.105517,25394,144
166,15.215250,25145,144
167,15.324700,25280,144
168,15.433900,25403,145
169,15.543367,25377,144
170,15.652817,25329,144
171,15.762283,25023,144
172,15.871750,26096,146
173,15.981200,25821,145
174,16.090667,25746,145
175,16.200383,25806,145
176,16.310100,25590,144
177,16.419300,21559,138
178,16.529033,25457,144
179,16.638233,25081,144
180,16.747683,25827,145
181,16.857400,25870,145
182,16.967650,25239,144
183,17.077100,25601,145
190,17.843850,25927,145
194,18.281683,25658,145
195,18.390633,25606,145
196,18.499567,25078,144
197,18.608767,25312,145
198,18.717967,25961,146
199,18.827167,25629,145
200,18.936117,25244,145
201,19.045050,25406,145
202,19.154767,25711,146
203,19.264233,25529,145
204,19.373433,25551,145
205,19.482883,25935,146
206,19.592350,26089,146
207,19.702067,25244,144
208,19.811533,25611,146
209,19.920733,25864,146
210,20.030200,25875,145
211,20.139650,24967,144
212,20.248850,25551,145
213,20.358317,25457,145
214,20.467767,25720,145
215,20.577233,25345,145
216,20.686700,25605,145
217,20.796150,25544,145
218,20.905617,25533,145
219,21.014817,25652,145
220,21.124267,25403,145
221,21.233467,25861,146
222,21.343200,25771,146
223,21.452650,25781,146
224,21.561850,25911,146
225,21.671317,25723,145
226,21.781033,25896,146
227,21.890500,25695,145
228,22.000217,25175,144
229,22.109933,26105,146
230,22.219400,25550,145
231,22.328850,25562,145
232,22.438317,25472,145
233,22.547517,25761,145
234,22.656983,25349,145
235,22.766700,26308,146
236,22.876150,25549,145
237,22.985883,25620,145
238,23.095333,25864,146
239,23.204800,25617,145
240,23.314000,25710,145
241,23.423717,25552,145
242,23.532917,25671,145
243,23.642383,25545,145
244,23.751833,25879,146
245,23.861300,25920,146
246,23.970767,25591,145
247,24.079967,25754,145
248,24.189167,25963,146
249,24.298617,25666,145
250,24.408083,25359,145
251,24.517283,25735,145
252,24.627000,25564,145
253,24.736467,25889,145
254,24.845667,25101,144
255,24.955117,25470,147
256,25.064583,25403,145
257,25.174033,25445,144
258,25.283500,24845,143
