#file number,time from start,flux,flux error
27,0.000000,41693,171
28,0.109717,41424,172
29,0.219183,41378,171
30,0.328650,41250,171
31,0.438100,42119,172
32,0.547567,42510,174
33,0.657017,41240,173
34,0.766217,41807,173
35,0.875417,41550,172
36,0.984367,41657,173
37,1.094083,41973,171
38,1.203033,41646,170
39,1.311700,41468,170
40,1.420650,41365,170
42,1.638533,41333,170
43,1.747200,42219,171
44,1.856400,41146,169
45,1.965600,42383,172
46,2.075067,42415,172
47,2.184000,41212,170
48,2.293467,41487,170
49,2.402933,42046,171
50,2.512133,41015,169
51,2.621850,41478,170
52,2.731300,42016,171
53,2.840767,41606,170
54,2.950233,41816,170
55,3.059950,41317,170
56,3.169150,41985,171
57,3.278617,41505,170
58,3.388333,41927,171
59,3.497783,41272,170
60,3.607517,41544,170
61,3.716967,41768,170
62,3.826167,41844,170
100,7.989567,43419,173
101,8.098767,42196,171
102,8.208483,41375,170
103,8.317950,41883,171
104,8.427417,41898,171
105,8.536617,40738,169
106,8.645550,42715,172
107,8.754500,42256,171
108,8.863433,42192,173
109,8.972367,42438,172
110,9.082350,42208,171
111,9.191550,41733,170
112,9.300750,41442,170
113,9.410217,40735,169
114,9.519417,41492,170
115,9.628867,41874,170
116,9.738600,41380,170
117,9.848317,41436,170
118,9.957000,41229,170
119,10.066967,40605,169
120,10.176950,42644,172
121,10.286417,41913,171
122,10.396133,41897,171
123,10.505067,41917,171
124,10.614533,42618,172
125,10.724250,40930,169
126,10.833717,41578,170
127,10.943433,41685,170
128,11.053150,40476,168
129,11.162883,42366,171
130,11.272600,41169,170
131,11.382050,41777,170
132,11.491517,41114,169
133,11.600983,41919,171
134,11.710433,41622,170
135,11.819900,42505,172
136,11.929350,41827,171
137,12.038817,40856,169
138,12.148533,42015,171
139,12.257733,41486,170
140,12.367200,40925,169
141,12.476917,42694,172
142,12.586383,41320,170
143,12.695833,41828,170
144,12.805567,40607,169
145,12.915017,40691,170
146,13.024217,41308,171
147,13.133683,41608,170
148,13.242883,40984,171
149,13.352333,41888,173
150,13.462067,42272,173
151,13.571267,41893,173
152,13.680983,40422,170
153,13.790433,42043,172
154,13.900683,40911,170
155,14.010400,40862,170
156,14.119600,42472,172
157,14.229317,42314,172
158,14.338783,42452,172
159,14.448500,41929,171
160,14.557967,41026,170
161,14.667167,40565,170
162,14.776617,41380,170
163,14.886350,41858,170
164,14.996067,42295,171
165,15.105517,41680,170
166,15.215250,41065,169
167,15.324700,40909,169
168,15.433900,41052,169
169,15.543367,42041,171
170,15.652817,41568,170
171,15.762283,41151,169
172,15.871750,40862,169
173,15.981200,41916,170
174,16.090667,41319,170
175,16.200383,41282,170
176,16.310100,42070,170
177,16.419300,33419,158
178,16.529033,42017,171
179,16.638233,42739,172
180,16.747683,42454,171
181,16.857400,42103,171
182,16.967650,41535,170
183,17.077100,41364,170
190,17.843850,41698,170
194,18.281683,41670,171
195,18.390633,41345,170
196,18.499567,40712,169
197,18.608767,41919,171
198,18.717967,41053,170
199,18.827167,40853,169
200,18.936117,41635,171
201,19.045050,41703,171
202,19.154767,41627,171
203,19.264233,42216,171
204,19.373433,41464,170
205,19.482883,41930,171
206,19.592350,42666,172
207,19.702067,41314,170
208,19.811533,42123,172
209,19.920733,42462,172
210,20.030200,42474,172
211,20.139650,40465,169
212,20.248850,42320,172
213,20.358317,41681,171
214,20.467767,41679,171
215,20.577233,41411,170
216,20.686700,41032,170
217,20.796150,41490,170
218,20.905617,42028,171
219,21.014817,41861,171
220,21.124267,41747,171
221,21.233467,42454,172
222,21.343200,40934,170
223,21.452650,41776,171
224,21.561850,42244,172
225,21.671317,41697,171
226,21.781033,41426,170
227,21.890500,41406,170
228,22.000217,40987,169
229,22.109933,42570,172
230,22.219400,41569,170
231,22.328850,41691,170
232,22.438317,41871,171
233,22.547517,41573,170
234,22.656983,41776,171
235,22.766700,41159,170
236,22.876150,41331,170
237,22.985883,41649,171
238,23.095333,41892,171
