#file number,time from start,flux,flux error
27,0.000000,16461,129
28,0.109717,16568,131
29,0.219183,16531,130
30,0.328650,16796,130
31,0.438100,16783,130
32,0.547567,16752,131
33,0.657017,16821,133
34,0.766217,16434,132
35,0.875417,16247,131
36,0.984367,16477,132
37,1.094083,16615,128
38,1.203033,16723,129
39,1.311700,16388,128
40,1.420650,16362,128
42,1.638533,16542,128
43,1.747200,16256,128
44,1.856400,16352,128
45,1.965600,16491,129
46,2.075067,16361,128
47,2.184000,16418,128
48,2.293467,17109,129
49,2.402933,16616,129
50,2.512133,16433,128
51,2.621850,16629,129
52,2.731300,16693,129
53,2.840767,16231,128
54,2.950233,16687,129
55,3.059950,16176,127
56,3.169150,16539,129
57,3.278617,16307,128
58,3.388333,16531,128
59,3.497783,16524,128
60,3.607517,16268,128
61,3.716967,16356,128
62,3.826167,16348,128
100,7.989567,16805,129
101,8.098767,16735,129
102,8.208483,16686,129
103,8.317950,16507,128
104,8.427417,16911,129
105,8.536617,15999,127
106,8.645550,17065,129
107,8.754500,16362,128
108,8.863433,16113,130
109,8.972367,16928,130
110,9.082350,16508,128
111,9.191550,16652,128
112,9.300750,16693,129
113,9.410217,16722,129
114,9.519417,16403,128
115,9.628867,16639,128
116,9.738600,16578,128
117,9.848317,16598,128
118,9.957000,16822,129
119,10.066967,16512,128
120,10.176950,16212,128
121,10.286417,16298,128
122,10.396133,16546,128
123,10.505067,16768,129
124,10.614533,16585,128
125,10.724250,16503,128
126,10.833717,16921,129
127,10.943433,16756,128
128,11.053150,16506,128
129,11.162883,16432,128
130,11.272600,16504,128
131,11.382050,16265,128
132,11.491517,16486,128
133,11.600983,16426,128
134,11.710433,16283,128
135,11.819900,16467,128
136,11.929350,16334,128
137,12.038817,16567,128
138,12.148533,16743,129
139,12.257733,16455,128
140,12.367200,17012,129
141,12.476917,16441,128
142,12.586383,16447,128
143,12.695833,16676,129
144,12.805567,16441,128
145,12.915017,16447,130
146,13.024217,16259,130
147,13.133683,16444,128
148,13.242883,16948,131
149,13.352333,16451,131
150,13.462067,16743,131
151,13.571267,16426,131
152,13.680983,16941,131
153,13.790433,16684,130
154,13.900683,16427,129
155,14.010400,16177,129
156,14.119600,16443,129
157,14.229317,16150,129
158,14.338783,17009,130
159,14.448500,16334,129
160,14.557967,16299,129
161,14.667167,16496,129
162,14.776617,16375,128
163,14.886350,16371,128
164,14.996067,16557,128
165,15.105517,16675,128
166,15.215250,16597,128
167,15.324700,16722,129
168,15.433900,16541,128
169,15.543367,16464,128
170,15.652817,16450,128
171,15.762283,16438,128
172,15.871750,16824,129
173,15.981200,16711,128
174,16.090667,16259,127
175,16.200383,16244,127
176,16.310100,16419,128
177,16.419300,13766,123
178,16.529033,16198,128
179,16.638233,16431,128
180,16.747683,16492,128
181,16.857400,16160,128
182,16.967650,16569,128
183,17.077100,16551,128
190,17.843850,16207,127
194,18.281683,16566,129
195,18.390633,16532,129
196,18.499567,16205,128
197,18.608767,16700,129
198,18.717967,16410,128
199,18.827167,16937,129
200,18.936117,16542,129
201,19.045050,16735,129
202,19.154767,16446,129
203,19.264233,16738,129
204,19.373433,16087,128
205,19.482883,16403,129
206,19.592350,16497,128
207,19.702067,16318,128
208,19.811533,16057,128
209,19.920733,17076,130
210,20.030200,17089,130
211,20.139650,16593,129
212,20.248850,16339,128
213,20.358317,16612,129
214,20.467767,16571,129
215,20.577233,16278,128
216,20.686700,16480,129
217,20.796150,16625,128
218,20.905617,16503,129
219,21.014817,16562,129
220,21.124267,16453,129
221,21.233467,16582,129
222,21.343200,16416,129
223,21.452650,16439,129
224,21.561850,16255,128
225,21.671317,16326,128
226,21.781033,16478,129
227,21.890500,16174,128
228,22.000217,16555,129
229,22.109933,15981,127
230,22.219400,16465,129
231,22.328850,16455,128
232,22.438317,16728,129
233,22.547517,16867,129
234,22.656983,16596,129
235,22.766700,16920,129
236,22.876150,16716,129
237,22.985883,16126,128
238,23.095333,16867,129
239,23.204800,16462,128
240,23.314000,16689,129
241,23.423717,16185,128
242,23.532917,16239,128
243,23.642383,16468,128
244,23.751833,16434,129
245,23.861300,16813,129
246,23.970767,16422,128
247,24.079967,16214,127
248,24.189167,16682,129
249,24.298617,16583,128
250,24.408083,16691,129
251,24.517283,16493,128
252,24.627000,16456,128
253,24.736467,16876,129
254,24.845667,16182,128
255,24.955117,16728,132
256,25.064583,16285,128
257,25.174033,16737,128
258,25.283500,16427,128
259,25.393217,16629,128
260,25.502683,16866,129
261,25.612133,16533,128
262,25.721867,16754,128
263,25.831067,16312,128
264,25.940517,16438,128
265,26.050250,16690,128
266,26.159183,16445,128
267,26.268650,16544,128
268,26.378367,16522,128
269,26.487567,16724,129
270,26.597283,16673,128
271,26.707000,16607,130
272,26.816200,16421,130
273,26.925667,16682,132
274,27.035383,16429,130
275,27.144583,16636,131
276,27.254300,15998,128
277,27.363767,16477,130
278,27.472967,16588,130
279,27.582417,16354,130
280,27.692150,16887,131
281,27.801350,16384,130
282,27.911067,16613,130
283,28.020783,16399,130
284,28.130250,16485,130
285,28.239967,16414,130
286,28.349433,16459,131
287,28.458633,16744,132
288,28.568083,16863,132
289,28.677283,16301,131
290,28.786483,16725,132
291,28.895950,16742,132
292,29.005667,16519,132
293,29.115133,16984,132
294,29.224850,16464,132
295,29.334567,16627,132
296,29.444283,16442,131
297,29.553483,16294,130
298,29.662950,16525,131
299,29.772667,16409,131
300,29.881867,17251,132
301,29.991333,16885,131
302,30.101050,16602,131
303,30.210767,16551,130
304,30.320233,16627,131
305,30.429950,16666,129
306,30.539417,16371,129
307,30.648617,16279,128
308,30.758333,16810,129
309,30.867783,16091,128
310,30.977250,16734,129
311,31.086450,16790,129
312,31.195917,16242,128
313,31.305367,16503,129
314,31.414833,16842,129
315,31.523767,16349,128
316,31.632450,16471,128
317,31.741650,16338,128
318,31.851367,16893,129
319,31.961100,16398,128
320,32.070550,16995,130
321,32.180017,16795,129
322,32.289733,16430,128
323,32.399717,16667,129
324,32.509433,16436,128
325,32.618900,16133,128
326,32.728350,16779,129
327,32.837817,16933,130
328,32.947267,16601,128
329,33.057000,16607,129
330,33.166450,16626,129
331,33.275917,16246,128
332,33.385117,16527,129
333,33.494583,16854,129
334,33.603783,16806,129
335,33.713233,16349,128
336,33.822183,16656,129
337,33.931117,17036,129
338,34.040317,16697,129
339,34.149783,16434,128
340,34.259500,16400,128
341,34.368950,16253,128
342,34.478150,16322,128
343,34.587617,16721,129
344,34.697083,16430,129
345,34.806800,16135,128
346,34.916517,16518,129
347,35.025717,16544,129
348,35.135183,16321,128
349,35.244633,16934,129
350,35.353833,16487,128
351,35.463300,16257,128
352,35.572767,16651,129
353,35.681967,16730,129
354,35.791417,16498,129
355,35.900883,16242,128
356,36.010333,16653,129
357,36.119800,17151,130
358,36.229517,16710,129
359,36.338717,16518,129
360,36.448433,16539,129
361,36.558167,17002,130
362,36.668133,16557,129
363,36.777333,16267,128
364,36.887067,16630,129
365,36.996783,16730,129
366,37.106250,16483,129
367,37.215700,16124,128
368,37.325417,16404,128
