source,300.1821328,22.7098789
ref1,300.2374211,22.8474465
ref2,300.0257913,22.7047453
ref3,300.0487765,22.7130791
ref4,300.2453295,22.6853549
ref5,300.2945331,22.8332206
ref6,300.1777207,22.5748563
ref7,300.1591469,22.7019165
ref8,300.2006931,22.8036378
ref9,300.1347773,22.8802477
ref10,300.0121685,22.5973591
